Feature_Browser,Device_Gamepads,Header_Connection,Media_CanPlayAudio,Feature_OS,Device_HardwareConcurrency,Header_GlobalPrivacyControl,Media_CanPlayVideo,UserAgent_AppCodeName,Device_Keyboard,Header_Online,Media_TypeSupportedAudio,UserAgent_AppName,Device_MediaDevices,Storage_AppCache,Media_IsTypeSupportedVideo,UserAgent_Product,Device_Pointer,Storage_Notification,Media_Capability,Screen_ColorDepth,Device_Plugins,Storage_Push,Media_Session,Screen_Inner,Device_SpeechEngines,Fonts_Documents,CSS_ColorsCss4,Screen_DPI,Device_VR,Fonts_GlyphOffset,Canvas_ToDataURL,Device_AnyHover,Header_Beacon,Fonts_Proportional,CSS_ColorsSystem,MISC_NavigatorKeys,MISC_PerfNavigation,Canvas_ToBlob,Canvas_GetImageData,Language,Timezone,Geolocation,Audio,Datetime,Elements_Height,Elements_Keys,Canvas_PointInPath,Canvas_IsPointInStroke,DomRect_ElementBoundingClientRect,DomRect_ElementGetClientRects,DomRect_GetClientRects
Chrome,0,close,probably,Ubuntu 22.04,8,0,probably,Mozilla,present,true,audio/mp4,Netscape,present,absent,maybe,Gecko,fine,granted,full,24,PDF Viewer; Chrome PDF Viewer,granted,no,1280x1024,eSpeak,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Bookman; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Geneva; Helvetica; Impact; Lucida Console; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Tahoma; Ubuntu; Verdana,#1f62fd,120,not supported,1.0247,012b8bd116596b66b55fe5dda23593d489aba076,none,present,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Arial; Bookman; Cantarell; Comic Sans MS; DejaVu Sans; Droid Sans; Fira Code; Geneva; Georgia; Helvetica; Impact; Lucida Sans; Monaco; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#b633d0,46,2,ce4b37d880ccbca8096c5f0730355d6a969bc788,2bd2f6c12316eded7c08fdba534e1ed048840117,zh-CN,-480,denied,1fef3dedffa53a9a357df8b4b0735ca75dcb4d3c,2023-08-13 10:00,875,39,true,true,1.566,1.5633,1.5218
Safari,0,keep-alive,probably,Ubuntu 22.04,8,0,probably,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,present,probably,Gecko,fine,denied,full,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,denied,yes,1920x1080,Microsoft David; Microsoft Mark; Moira,Abyssinica SIL; Bookman; Courier New; Droid Sans; Helvetica; Impact; Noto Sans; Roboto; Times New Roman; Trebuchet MS,#a9d3cb,96,not supported,0.2354,9db15d16729d7706b48a493af51a218d0f40026d,hover,absent,AR PL UMing CN; AR PL UMing HK; Arial; Cantarell; Comic Sans MS; DejaVu Sans; Droid Sans; Fira Code; Garamond; Georgia; Helvetica; Lucida Console; Noto Sans; Open Sans; Palatino; Source Code Pro; Trebuchet MS; Ubuntu,#7a45e7,55,2,a9a3b34e04ee76e15e973bd51530c6559a1d4cd4,9510383973510c7264b692515cdb03c5abb8c21a,nl-NL,540,denied,7e79149e50987a82c9a149f3ff9789f7b89b6f30,2022-11-24 06:00,769,30,true,false,0.5829,0.5537,0.6533
Chrome,0,keep-alive,probably,macOS 12,16,0,probably,Mozilla,present,true,audio/webm,Netscape,absent,present,maybe,Gecko,fine,default,full,24,,granted,yes,1920x1080,Microsoft David; Google UK English Female; Fiona; Google UK English Male; Google US English; eSpeak,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; DejaVu Sans; Droid Sans; Geneva; Helvetica; Impact; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Roboto; Source Code Pro; Times New Roman; Ubuntu; Verdana,#dace11,110,not supported,-1.4044,16a5fd4563df615660be4ce13220ef8b38e1fc3a,hover,present,AR PL UMing CN; Abyssinica SIL; Aharoni CLM; Bookman; Cantarell; Comic Sans MS; Courier New; Helvetica; Impact; Liberation Mono; Lucida Sans; Monaco; Noto Sans; Open Sans; Palatino; Roboto; Times New Roman; Trebuchet MS; Ubuntu,#7ab1da,40,0,f1d12485eb1ac9909b238c24dba4dac61c7f8c6a,bbf9f5c37b04630ff273ffa217562650e8f83f4b,en-US,-360,prompt,f56c50a00e0ff3d953b2a8eb4e1a3b6ace8116ca,2022-04-08 16:00,601,27,true,false,2.3425,2.4593,2.3069
Chrome,0,keep-alive,probably,Android 12,4,1,probably,Mozilla,absent,true,audio/ogg; audio/webm,Netscape,present,absent,maybe,Gecko,fine,default,full,32,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,denied,no,1360x768,Karen; espeak-ng; eSpeak,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Arial; Bookman; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Helvetica; Impact; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Source Code Pro; Tahoma; Times New Roman; Ubuntu; Verdana,#c2651f,192,not supported,-0.2211,83436200b3820e5ac2c780c296470f1c36bb7057,none,present,Abyssinica SIL; Arial; Bookman; Courier New; Geneva; Georgia; Lucida Sans; Monaco; Roboto; Source Code Pro,#519564,42,1,34860418520ffc828604a6bf77dd9dbcfcfbee18,2e7256d283104b516c4c4ad361f07c803045973b,en-US,120,prompt,5eb9ffccb307a313c08a8455e7e73932e4f0415b,2023-07-27 07:00,872,36,false,true,1.6798,1.6752,1.5951
Chrome,0,close,probably,Windows 11,4,1,maybe,Mozilla,absent,true,audio/mp4; audio/ogg; audio/webm,Netscape,absent,present,probably,Gecko,none,default,full,24,,default,yes,1920x1080,espeak-ng; Microsoft David; Microsoft Mark; Alex; Microsoft Zira,AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Garamond; Geneva; Georgia; Lucida Sans; Monaco; Noto Sans; Open Sans; Palatino; Roboto; Tahoma; Trebuchet MS; Ubuntu,#a3abc1,120,not supported,1.9628,497fbe23442d21a2b38e93d022683271394e24b6,hover,present,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; Droid Sans; Garamond; Georgia; Helvetica; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Serif; Open Sans; Roboto; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Ubuntu,#488997,42,0,d3a1e69f67214919b922dc0dc8315402eb80d7b1,137bbab1dcf156394787b9718992742e5eca1cec,zh-CN,-180,prompt,bc88ffe07af5367e6372b9f4f95a64a139edb115,2023-12-09 16:00,657,31,true,false,0.9245,0.9176,0.9337
Brave,0,keep-alive,probably,Windows 11,12,0,maybe,Mozilla,absent,true,audio/mp4; audio/ogg,Netscape,present,present,probably,Gecko,fine,default,partial,30,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,granted,yes,1366x768,Google US English; Fiona; Karen; Microsoft David,Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; Droid Sans; Fira Code; Garamond; Georgia; Helvetica; Impact; Liberation Mono; Lucida Sans; Monaco; Noto Serif; Roboto; Tahoma; Times New Roman; Trebuchet MS; Verdana,#8a9995,100,not supported,1.3821,a7039572be0cfcce42b89107b2620cf1ebf6bec9,hover,absent,AR PL UMing CN; Aharoni CLM; Bookman; Comic Sans MS; DejaVu Sans; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Helvetica; Lucida Sans; Open Sans; Palatino; Source Code Pro; Tahoma; Verdana,#2abaf8,45,0,0225885701765ebcfd7a07e510c3422d9f7c15ee,06a3f21a92d7c627e2381deee9215016a0b30974,en-US,600,granted,99fda03f0f5817a25250455039ef3979016825b9,2023-04-07 19:00,607,47,false,false,1.9298,1.9262,1.9495
Chrome,0,close,probably,Windows 10,8,0,probably,Mozilla,present,false,audio/mp4; audio/ogg,Netscape,present,absent,probably,Gecko,fine,denied,partial,24,PDF Viewer; Chrome PDF Viewer,default,yes,1920x1080,Samantha,AR PL UMing CN; Aharoni CLM; Bookman; Cantarell; Comic Sans MS; Courier New; Droid Sans; Geneva; Georgia; Liberation Mono; Monaco; Noto Sans; Noto Serif; Tahoma; Trebuchet MS; Verdana,#dc9892,144,not supported,1.916,c9e24c827c2c06e071cad6693e0f4ff5fcd88b01,hover,present,AR PL UMing CN; AR PL UMing HK; Aharoni CLM; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Geneva; Helvetica; Impact; Liberation Mono; Lucida Console; Lucida Sans; Noto Sans; Noto Serif; Open Sans; Palatino; Source Code Pro; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#7ae184,59,1,486a91bbc56fd3b996fdaa21d96df323376e2c67,719f76608f672d613478804c3915112cfdba98ae,it-IT,480,denied,c29d50565d761320762bd21f7fd3961ae0c9ded0,2023-05-15 10:00,877,20,true,true,0.976,0.9484,0.9201
Edge,0,close,maybe,Android 12,8,0,probably,Mozilla,present,true,audio/webm,Netscape,present,present,,Gecko,fine,default,none,32,PDF Viewer,default,yes,1920x1080,Google UK English Female; Moira; Microsoft Mark,AR PL UMing HK; Arial; Bookman; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Geneva; Georgia; Helvetica; Palatino; Roboto; Tahoma; Times New Roman; Trebuchet MS,#723a0b,144,not supported,1.2684,7c765984dad5bcb6446f1d9c04b6560820835582,none,present,Bookman; Comic Sans MS; Courier New; Fira Code; Garamond; Georgia; Helvetica; Noto Sans; Noto Serif; Palatino; Source Code Pro; Ubuntu,#2cc2f2,46,0,2200a624eb03cb0fd1ddc03b74573741f3a5cd23,67be1a0758459f4a8f260f31a6b02e68b34216be,es-ES,660,prompt,9eb85ce3957a0c71a518286fc2a990f214a45d33,2022-06-18 14:00,759,43,false,false,1.1517,1.0419,1.0595
Chrome,0,close,maybe,macOS 13,4,1,probably,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,absent,maybe,Gecko,fine,denied,full,32,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,default,yes,1400x1050,Microsoft Mark,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Courier New; DejaVu Sans; Droid Sans; Fira Code; Geneva; Georgia; Helvetica; Impact; Lucida Console; Open Sans; Tahoma,#00c8a8,96,not supported,-0.3383,25fcbdd5164b9665f2d86ad48b92add990345df5,hover,present,AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Cantarell; Comic Sans MS; Courier New; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Helvetica; Impact; Lucida Console; Lucida Sans; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#aa2020,45,2,44423fd93715991788ce447ad730fa8cba1a17ed,3a067a9490b59c8cedb038020aa72151654c3dc6,zh-CN,300,denied,25cd24d2767f852840fa31e6b105c40d274307b4,2022-09-23 05:00,770,24,false,false,0.9724,0.9658,0.9312
Safari,0,close,probably,Android 12,4,0,maybe,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,present,,Gecko,fine,default,full,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,default,yes,3840x2160,Alex; Microsoft David; Microsoft Mark; Festival; eSpeak; espeak-ng,Abyssinica SIL; Aharoni CLM; Bookman; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Georgia; Helvetica; Lucida Sans; Monaco; Palatino; Tahoma; Times New Roman; Ubuntu; Verdana,#580394,120,not supported,0.4909,ca77f4f04f98bc3089e4b6e866c7ef615967d0e1,hover,present,AR PL UMing CN; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; DejaVu Sans; Droid Sans; Fira Code; Garamond; Geneva; Helvetica; Lucida Sans; Noto Sans; Noto Serif; Open Sans; Roboto; Source Code Pro; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#3f6ff2,38,0,f861b9c1182cc183fbf20d5d4464ea621a563d40,23529cb19dee788c45829151553438468b731eaa,ja-JP,-480,prompt,137f657d0a02398a4eb5bb79b3b14ff3bc470c56,2023-06-17 13:00,938,48,false,false,0.5635,0.6301,0.5875
Chrome,0,keep-alive,probably,iOS 16,12,0,probably,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,present,probably,Gecko,coarse,granted,partial,24,PDF Viewer,denied,yes,1920x1080,Google US English; Microsoft David; Microsoft Mark; Google UK English Male; Google UK English Female,AR PL UMing HK; Abyssinica SIL; Arial; Comic Sans MS; DejaVu Sans; Georgia; Helvetica; Impact; Liberation Mono; Lucida Sans; Monaco; Palatino; Source Code Pro; Tahoma; Times New Roman,#7c20df,120,not supported,-1.4771,d297e4e5f79fe5dcb80589a1245e025eca2c4aa7,none,present,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Georgia; Impact; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#5e4729,49,0,d97fbb64fe0a1d4299dcb338618ad830a711c4fe,0c6ea79d6ce3313149072f9ef8d159342f484179,en-US,-480,denied,0be6d70db2fd9bbf969f0b5d91840881f9f7f22f,2023-02-26 17:00,825,21,false,false,1.3078,1.2472,1.251
Chrome,0,keep-alive,maybe,Windows 11,4,0,maybe,Mozilla,present,true,audio/mp4; audio/ogg,Netscape,present,present,probably,Gecko,fine,denied,partial,32,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,default,yes,1440x900,Karen; Festival,Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Impact; Liberation Mono; Lucida Console; Noto Serif; Open Sans; Roboto; Tahoma; Trebuchet MS; Verdana,#713380,120,not supported,1.6716,3714a1a808154f6e35dbd7db7c3500dbc68d5561,hover,present,AR PL UMing HK; Aharoni CLM; Arial; Bookman; Courier New; DejaVu Sans; Georgia; Liberation Mono; Lucida Sans; Noto Serif; Roboto; Times New Roman; Verdana,#ba955f,53,2,6bc6cf4e6f52bfba28e9caf665dd6c0561af8010,c2c4b3713774f5b8bee31beeabefd499f0d81fb8,pt-BR,300,prompt,c75c74f68e3082c2c6a58dff77e861f7350c6655,2023-05-14 20:00,742,25,false,false,1.642,1.614,1.6671
Safari,0,keep-alive,probably,macOS 12,8,0,probably,Mozilla,present,true,audio/mp4,Netscape,absent,absent,probably,Gecko,coarse,denied,full,32,,granted,yes,1360x768,Microsoft Zira; espeak-ng; Google UK English Female,Droid Sans; Geneva; Georgia; Helvetica; Lucida Console; Monaco; Noto Sans; Tahoma,#e56dc9,110,not supported,1.033,0ed76c29e855bc68626a1812b71b1377350c182b,hover,present,Aharoni CLM; Arial; Courier New; Garamond; Georgia; Helvetica; Impact; Open Sans; Tahoma,#21ff5f,58,0,a819fb27058165a06a63675797f121718336cda2,0995abbc04387db8d7120e73f97efb6f4115a25e,en-GB,300,granted,901fec007067eff31caa79ebb144b8ad7909b5d7,2023-11-01 05:00,890,48,true,false,2.0128,2.0287,2.0039
Chrome,0,keep-alive,probably,Windows 10,8,0,probably,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,present,probably,Gecko,fine,denied,full,32,,default,yes,1366x768,Google US English; Microsoft Zira; Samantha; espeak-ng,Abyssinica SIL; Aharoni CLM; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Geneva; Georgia; Impact; Liberation Mono; Monaco; Noto Serif; Times New Roman; Verdana,#dd68d7,120,not supported,1.5266,55c9a8c34dc258f37eade98ae610b0928948334f,hover,present,Droid Sans; Georgia; Monaco; Noto Serif; Palatino; Tahoma; Trebuchet MS; Ubuntu; Verdana,#01a3d2,49,0,cab1857ab829df4ee7cb97976eb410b20831081b,98d554e3e6aa98a8f4a4fd7977e23c10528f8aa8,zh-CN,660,prompt,3c5f7437d078d2393f88075aef5b6b262b4a8620,2022-03-10 02:00,778,37,false,false,1.3044,1.1842,1.2401
Chrome,0,keep-alive,probably,Windows 10,12,0,probably,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,absent,present,probably,Gecko,coarse,default,none,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,granted,no,1366x768,Microsoft Zira; eSpeak; Samantha,AR PL UMing CN; Fira Code; Garamond; Geneva; Impact; Monaco; Noto Sans; Noto Serif; Palatino; Roboto; Verdana,#a33dbc,120,not supported,1.4688,1488486ac2c7491d45a45ff0d7d885a366b1a12b,none,present,AR PL UMing HK; Aharoni CLM; Arial; Fira Code; Helvetica; Liberation Mono; Lucida Sans; Noto Serif; Palatino; Roboto; Tahoma; Trebuchet MS; Verdana,#d37eb4,56,0,f9c37e8b79f813e41e5cae771723d2e34433c002,d6283e3d4bdfe3ba4d28f60102e3ecec320070aa,ja-JP,120,denied,470f3db81138ca3c52d5cc4c69666e5f009dc21a,2022-05-07 21:00,595,27,true,true,0.6881,0.7623,0.6734
Chrome,0,keep-alive,probably,macOS 12,4,0,maybe,Mozilla,present,true,audio/webm,Netscape,present,absent,probably,Gecko,fine,default,full,24,,default,yes,1920x1080,eSpeak; Alex; Microsoft Mark; Samantha,AR PL UMing CN; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; DejaVu Sans; Droid Sans; Geneva; Georgia; Helvetica; Lucida Sans; Monaco; Noto Sans; Open Sans; Palatino,#a75454,192,not supported,0.6245,e1d33865a48b1e92d671248ad1024b52c7cc475b,none,absent,AR PL UMing CN; Arial; Cantarell; Comic Sans MS; DejaVu Sans; Garamond; Helvetica; Lucida Console; Lucida Sans; Noto Serif; Palatino; Times New Roman; Ubuntu; Verdana,#f4660b,48,1,bb778f86969ef798d368b6216390ff515ea7916d,f387716058b7eb8b7ad8a75816646f947b501193,es-ES,540,denied,6c7fbc03d95a78eddb91f48518777d44fbf4d74c,2024-01-01 07:00,931,37,false,true,1.6872,1.7407,1.6229
Firefox,0,keep-alive,probably,Windows 11,4,0,probably,Mozilla,present,true,audio/mp4; audio/ogg,Netscape,present,present,maybe,Gecko,fine,denied,none,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,granted,no,2048x1152,Alex; Karen; Samantha,AR PL UMing HK; Courier New; Droid Sans; Fira Code; Garamond; Liberation Mono; Lucida Console; Noto Sans; Noto Serif; Roboto; Source Code Pro; Tahoma,#073c92,120,not supported,1.1408,85ee446f9c26f058fd410e07c9a6da359284f826,none,present,Abyssinica SIL; Arial; Bookman; Cantarell; Comic Sans MS; DejaVu Sans; Droid Sans; Garamond; Geneva; Georgia; Helvetica; Liberation Mono; Lucida Console; Lucida Sans; Noto Sans; Noto Serif; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Verdana,#2692d4,39,0,ef4568a4d3708e867521feac9db16810e67de9f9,33d461db2ba2a315729aaae407fcfeedc47b6bc7,en-US,-60,denied,76f1c9624203ad213b32ef4e971a719d7135b4a0,2023-06-21 10:00,802,48,true,false,0.9614,1.0444,0.8529
Firefox,0,close,probably,Windows 10,4,0,,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,present,probably,Gecko,fine,denied,full,32,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,default,yes,2560x1080,Alex; Moira; Google UK English Female,AR PL UMing CN; Abyssinica SIL; Aharoni CLM; Cantarell; DejaVu Sans; Droid Sans; Fira Code; Geneva; Georgia; Helvetica; Impact; Liberation Mono; Lucida Console; Lucida Sans; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Trebuchet MS; Ubuntu; Verdana,#28eb73,160,not supported,-1.949,8dca778e18da7a8874d126777b236b6cca923dd9,hover,present,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Cantarell; Comic Sans MS; Courier New; Fira Code; Geneva; Georgia; Impact; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#1de02a,40,0,99c05bada0776eec2ad0918552c7a8493963bf35,a0f66d08bf0a65b938dcfc9ea06f248b3d9fdb82,de-DE,120,denied,41d81ca3419a6599477739001588d5ffd03b18cd,2023-09-29 08:00,955,22,true,true,0.888,0.7895,0.8919
Chrome,0,keep-alive,probably,Windows 10,12,1,maybe,Mozilla,present,true,audio/mp4; audio/ogg,Netscape,present,absent,probably,Gecko,fine,default,full,24,PDF Viewer; Chrome PDF Viewer,default,yes,1920x1080,Karen; Fiona; eSpeak; Microsoft David; Moira; Microsoft Mark,AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Geneva; Georgia; Helvetica; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Verdana,#54886d,120,not supported,-1.6847,6cf3041f8bea2c72f1bcdc7a3b2f7f1f89373d77,hover,present,AR PL UMing HK; Arial; Fira Code; Garamond; Georgia; Helvetica; Lucida Console; Monaco; Noto Sans; Roboto,#680199,39,1,6f6cee56611648df7845866e500ae5eb5475d926,a3dd3d2df487fcc9bb2be25e2c6576f2ad1c7ea4,zh-CN,0,denied,c19a63d7b424f0b8cc52a7b92d7292d6f948e04d,2023-11-02 21:00,813,50,true,true,2.2762,2.2554,2.1242
Chrome,0,keep-alive,probably,Ubuntu 22.04,12,0,probably,Mozilla,present,true,audio/mp4,Netscape,present,absent,probably,Gecko,fine,default,partial,24,PDF Viewer; Chrome PDF Viewer,granted,yes,1920x1200,Festival; Moira; Karen; Google UK English Female; Samantha; eSpeak,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Helvetica; Impact; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Verdana,#ec4ff7,144,not supported,-1.4665,a37853b82bb2acd08a77fdca067775e4fb08fd0c,hover,absent,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Bookman; Cantarell; DejaVu Sans; Droid Sans; Garamond; Helvetica; Impact; Liberation Mono; Lucida Console; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#89fbae,47,0,aecf1cb3a64a79d37fa6fc4f28a2f288a30db1d0,96b44b3c2fa1c5316062aa24e0514ed2e2946e9a,en-GB,480,prompt,2a5627481c27e1fe25e131d995bcf86929bfe9b0,2022-01-14 16:00,634,20,true,true,2.1668,2.2003,2.1506
Chrome,0,keep-alive,maybe,Windows 10,32,0,probably,Mozilla,absent,true,audio/webm,Netscape,absent,present,probably,Gecko,fine,granted,partial,24,PDF Viewer; Chrome PDF Viewer,default,no,1920x1080,eSpeak; Moira,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Impact; Liberation Mono; Monaco; Noto Sans; Noto Serif; Open Sans; Palatino; Roboto; Source Code Pro; Tahoma; Trebuchet MS; Ubuntu; Verdana,#5b2250,96,not supported,1.7295,c1f517759500716841d553f4715c69066820ab9d,hover,absent,AR PL UMing CN; AR PL UMing HK; Abyssinica SIL; Aharoni CLM; Bookman; Cantarell; Comic Sans MS; Courier New; Droid Sans; Fira Code; Garamond; Geneva; Georgia; Helvetica; Liberation Mono; Lucida Sans; Monaco; Noto Sans; Noto Serif; Roboto; Source Code Pro; Tahoma; Ubuntu,#53c8fd,50,0,cc2562f53428507c35f3f80e6da2f4aeec84ca3f,ae1dae7e742eefdfd0ac68a422fbdabdb46cdc3e,de-DE,-240,prompt,f26e464aa965b1664e57a0366bff215be5787d7b,2023-04-02 07:00,908,39,true,false,0.7604,0.6445,0.7594
Edge,1,keep-alive,maybe,Windows 10,12,0,probably,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,absent,probably,Gecko,coarse,default,partial,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,denied,no,1920x1080,Fiona,Abyssinica SIL; Cantarell; Courier New; Droid Sans; Fira Code; Garamond; Impact; Liberation Mono; Monaco; Tahoma; Times New Roman; Ubuntu,#9346a6,96,not supported,-1.9324,aea40225a2dfd30410015c19dfc83b224b703d4a,hover,present,AR PL UMing CN; AR PL UMing HK; Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; Courier New; DejaVu Sans; Droid Sans; Garamond; Geneva; Georgia; Helvetica; Impact; Liberation Mono; Lucida Console; Lucida Sans; Monaco; Noto Sans; Noto Serif; Palatino; Roboto; Tahoma; Times New Roman; Trebuchet MS; Ubuntu; Verdana,#cd4a4e,60,1,bfbbedde2e5ee4ddaacc809c3d175f42f7bde706,0c6766bcdba111cc5f6dd7f5bb6add0dfaf480f1,en-GB,540,prompt,d100d50e082942583b84a5769959b39419438b42,2023-01-18 00:00,863,47,false,false,1.0311,1.0674,1.0571
Firefox,1,close,probably,Windows 10,32,0,probably,Mozilla,present,true,audio/mp4; audio/ogg; audio/webm,Netscape,present,absent,probably,Gecko,coarse,granted,full,24,PDF Viewer; Chrome PDF Viewer; Chromium PDF Viewer,granted,yes,1920x1080,Samantha; Microsoft Mark; Karen; Moira,Aharoni CLM; Arial; Bookman; Cantarell; Comic Sans MS; DejaVu Sans; Droid Sans; Garamond; Geneva; Impact; Liberation Mono; Palatino; Roboto; Source Code Pro; Tahoma; Ubuntu; Verdana,#e75482,144,not supported,0.4265,8e7d8d30f9b216c7819aa373e3488ae19ae24b35,none,absent,AR PL UMing HK; Arial; Cantarell; Courier New; Droid Sans; Helvetica; Impact; Lucida Sans; Noto Sans; Open Sans; Roboto; Ubuntu,#d9c304,58,2,22e243795b3002c06f362b5991a0ee4171a6add6,e0cecece2b7f38383d203744a9a5794859b68a62,hi-IN,270,denied,7c1dc7a4bbfcb00517c02425628df98a2c675826,2022-06-02 11:00,780,27,true,true,1.7334,1.7585,1.703
